code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	packaging_text	brands	brands_tags	categories	categories_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	serving_quantity	no_nutriments	additives_n	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutriscore_score	nutriscore_grade	nova_group	pnns_groups_1	pnns_groups_2	states	brand_owner	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	-soluble-fiber_100g	-insoluble-fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
3256227978074	https://fr.openfoodfacts.org/produit/3256227978074	kiliweb	1577458910	1600429220	Barres céréales blé complet fraise		x6 126 g				U	u	Snacks, Snacks sucrés, Barres, Barres de céréales	en:snacks,en:sweet-snacks,en:bars,en:cereal-bars					Transformé en France	en:transformed-in-france						Magasins U	en:fr	"Céréales 41,5% [pétales de riz et BLE complet 27,5% (riz, BLE complet, sucre, GLUTEN DE BLE, farine de BLE, poudre de LAIT ÉCRÉMÉ, extrait de MALT D'ORGE, sel, germe de BLE), céréales croustillantes (farine de BLÉ, farine de riz, dextrose, sucre, sel), flocons d'AVOINE, farine d'AVOINE], fructooligosaccharides, isomaltooligosaccharides, pomme déshydratée 8% (pomme, antioxydants: acide citrique, acide ascorbique), chocolat blanc 8% (sucre, beurre de cacao, LAIT entier en poudre, émulsifiant: lécithines de SOJA et tournesol, extrait de vanille), sirop de glucose, stabilisant : sorbitols, fraise lyophilisée 2%, huile de tournesol, arôme naturel de fraise, acidifiant: cide citrique, émulsifiant : lécithines de SOJA, antioxydant : extrait riche en tocophérols. Traces éventuelles d'ARACHIDES et FRUITS À COQUE."	en:gluten,en:milk,en:soybeans	en:gluten,en:milk,en:soybeans	en:peanuts	en:peanuts				5	en:e300,en:e306,en:e322,en:e322i,en:e330,en:e420	0			0			6	c	4	Sugary snacks	Biscuits and cakes	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		en:cereal-bars	https://static.openfoodfacts.org/images/products/325/622/797/8074/front_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/325/622/797/8074/front_fr.10.200.jpg	https://static.openfoodfacts.org/images/products/325/622/797/8074/front_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/325/622/797/8074/front_fr.10.200.jpg			https://static.openfoodfacts.org/images/products/325/622/797/8074/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/325/622/797/8074/nutrition_fr.5.200.jpg	1471	350	1471		5.6	2.8																																			58	20									23			5.5				0.39	0.156																																												6								
3256225048489	https://fr.openfoodfacts.org/produit/3256225048489	openfoodfacts-contributors	1483726734	1600428242	Barre de céréales riz et blé complet chocolat	Barres de pétales de riz et de blé complet aux pépites de chocolat noir avec un talon au chocolat noir	6 barres dans 1paquet de 126 g	"fr:Carton,fr:Plastique,fr:Triman,fr:Point vert,fr:Pensez au tri!,fr:Etui carton à recycler,fr:Sachets plastiques à jeter,barres dans"	fr-carton,fr-plastique,fr-triman,fr-point-vert,fr-pensez-au-tri,fr-etui-carton-a-recycler,fr-sachets-plastiques-a-jeter,barres-dans		U	u	Snacks, Snacks sucrés, Barres, Barres de céréales, Barres de céréales au chocolat	en:snacks,en:sweet-snacks,en:bars,en:cereal-bars,en:chocolate-cereal-bars			France	france	Transformed in France	en:transformed-in-france					05400,Veynes,France	Magasins U,Super U	France	"Céréales 46% [pétales de riz et BLE complet 32,5% (riz, BLE complet, sucre, GLUTEN DE BLE, farine de BLE, poudre de LAIT ÉCRÉMÉ, extrait de MALT D'ORGE, sel, germe de BLE), céréales croustillantes (farine de BLÉ, farine de riz, dextrose, sucre, sel), flocons d'AVOINE, farine d'AVOINE], fructo-oligosaccharides, chocolat noir 8% (sucre, pâte de cacao, beurre de cacao, MATIÈRE GRASSE LAITIÈRE anhydre, lécithines de tournesol et SOJA, extrait de vanille), pépites de chocolat noir 8% (sucre, pâte de cacao, beurre de cacao, cacao maigre en poudre, émulsifiant: lécithines de SOJA, arôme), isomalto-oligosaccharides, sirop de glucose, stabilisant : sorbitols, huile de tournesol, extrait de cacao, émulsifiant : lécithines de SOJA, antioxydant : extrait riche en tocophérols. Traces éventuelles d'ARACHIDES et FRUITS À COQUE."	en:gluten,en:milk,en:soybeans,fr:AVOINE	en:gluten,en:milk,en:soybeans,fr:avoine	en:nuts,en:peanuts	en:nuts,en:peanuts	21 g	21		3	en:e306,en:e322,en:e322i,en:e420	0			0			7	c	4	Sugary snacks	Biscuits and cakes	en:checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		en:chocolate-cereal-bars	https://static.openfoodfacts.org/images/products/325/622/504/8489/front_fr.69.400.jpg	https://static.openfoodfacts.org/images/products/325/622/504/8489/front_fr.69.200.jpg	https://static.openfoodfacts.org/images/products/325/622/504/8489/front_fr.69.400.jpg	https://static.openfoodfacts.org/images/products/325/622/504/8489/front_fr.69.200.jpg	https://static.openfoodfacts.org/images/products/325/622/504/8489/ingredients_fr.65.400.jpg	https://static.openfoodfacts.org/images/products/325/622/504/8489/ingredients_fr.65.200.jpg	https://static.openfoodfacts.org/images/products/325/622/504/8489/nutrition_fr.66.400.jpg	https://static.openfoodfacts.org/images/products/325/622/504/8489/nutrition_fr.66.200.jpg	1471	351	1471		6.2	3.6																																			56	15									22			6.7				0.51	0.204																																												7								
3256224360650	https://fr.openfoodfacts.org/produit/3256224360650	openfoodfacts-contributors	1458133693	1600426293	Barres de céréales noisettes		x6 soit 125 g	Boîte, boîte contenant	boite,boite-contenant		U	u	"Snacks, Snacks sucrés, Barres, Barres de céréales, Barres de céréales aux fruits à coques, Barre céréalière aux amandes ou aux noisettes, Barre céréalière aux noisettes"	en:snacks,en:sweet-snacks,en:bars,en:cereal-bars,en:nuts-cereal-bars,en:cereal-bar-with-almonds-or-hazelnuts,en:cereal-bar-with-hazelnuts			France	france	Transformé en France	en:transformed-in-france						Super U, Magasins U	France	"Céréales 40,5% [farine de riz 11,5%, pétales de maïs 10,5% (maïs, sel, extrait de MALT D'ORGE), flocons d'AVOINE 9%, pétales de BLÉ complet 6,5% (BLÉ, extrait de MALT D'ORGE, sel), flocons de SEIGLE 3%, extrait de MALT D'ORGE], sirop de glucose, NOISETTE 14,9%, huile de tournesol, stabilisant : sorbitols, sucre, dextrose, antioxydant: extrait riche en tocophérols, arôme naturel de NOISETTE, émulsifiant: lécithines de SOJA, sel. Traces éventuelles de lait, arachides et autres fruits à coque."	en:gluten,en:nuts,en:soybeans	en:gluten,en:nuts,en:soybeans	en:peanuts	en:milk,en:nuts,en:peanuts	20.8 g	20.8		3	en:e306,en:e322,en:e322i,en:e420	0			0			8	c	4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		en:cereal-bar-with-hazelnuts	https://static.openfoodfacts.org/images/products/325/622/436/0650/front_fr.53.400.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0650/front_fr.53.200.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0650/front_fr.53.400.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0650/front_fr.53.200.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0650/ingredients_fr.49.400.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0650/ingredients_fr.49.200.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0650/nutrition_fr.50.400.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0650/nutrition_fr.50.200.jpg	1819	433	1819		15	1.4																																			66	19									3.1			6.9				0.31	0.124																																												8								
3256224360667	https://fr.openfoodfacts.org/produit/3256224360667	openfoodfacts-contributors	1430911029	1600426292	Barre de céréales au chocolat noir	Barres céréalières au chocolat noir	x6 soit 125 g	Carton,sachet,plastique,unités	carton,sachet,plastique,unites		U	u	Snacks, Snacks sucrés, Barres, Barres de céréales, Barres de céréales au chocolat	en:snacks,en:sweet-snacks,en:bars,en:cereal-bars,en:chocolate-cereal-bars	France	en:france	France	france	Transformed in France	en:transformed-in-france						Magasins U	France	"Céréales 42% [riz 11% (farine et amidon), pétales de maïs 10,5% (maïs, sel, extrait de MALT D'ORGE), farine de BLÉ 6,5%, flocons d'AVOINE 5,5%, flocons de SEIGLE 2,5%, MALT de BLÉ, GLUTEN DE BLÉ], sirop de glucose, chocolat noir 16% (pâte de cacao, sucre, beurre de cacao, arôme naturel de vanille, émulsifiant: lécithines de SOJA), huile de tournesol, stabilisant: sorbitols, cacao maigre en poudre, sucre, dextrose, sel, antioxydant: extrait riche en tocophérols, émulsifiant: lécithines de SOJA, arôme naturel de NOISETTE Traces éventuelles de LAIT, ARACHIDES et autres FRUITS À COQUE."	en:gluten,en:nuts,en:soybeans	en:gluten,en:nuts,en:soybeans	en:milk,en:peanuts,en:sulphur-dioxide-and-sulphites	en:milk,en:peanuts,en:sulphur-dioxide-and-sulphites	20.8 g	20.8		3	en:e306,en:e322,en:e322i,en:e420	0			0			11	d	4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		en:chocolate-cereal-bars	https://static.openfoodfacts.org/images/products/325/622/436/0667/front_fr.55.400.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0667/front_fr.55.200.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0667/front_fr.55.400.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0667/front_fr.55.200.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0667/ingredients_fr.50.400.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0667/ingredients_fr.50.200.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0667/nutrition_fr.51.400.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0667/nutrition_fr.51.200.jpg	1691	401	1691		9.5	4.1																																			71	27									4.4			5.8				0.41	0.164																																												11								
3256224360643	https://fr.openfoodfacts.org/produit/3256224360643	openfoodfacts-contributors	1473950614	1600426287	Barres de céréales saveur pomme verte	"Barres céréalières à la pomme verte"	6 x 125 g	"fr:Carton,fr:Plastique,fr:Point vert,fr:Pensez au tri!,fr:Etui carton à recycler,fr:Emballages individuels plastique à jeter,fr:Triman,boîte contenant,carton"	fr-carton,fr-plastique,fr-point-vert,fr-pensez-au-tri,fr-etui-carton-a-recycler,fr-emballages-individuels-plastique-a-jeter,fr-triman,boite-contenant,carton		U	u	"Snacks, Snacks sucrés, Barres, Barres de céréales, Barres de céréales aux fruits, Barres de céréales à la pomme"	en:snacks,en:sweet-snacks,en:bars,en:cereal-bars,en:fruits-cereal-bars,en:apple-cereal-bars			France	france	Transformed in France	en:transformed-in-france						Magasins U	France	"Céréales 42% [flocons d'AVOINE 22%, pétales de maïs (maïs 8%, sel, extrait de MALT D'ORGE), farine de BLÉ 8%, farine de riz 3,4% ], sirop de glucose, pomme verte déshydratée 12% (pomme, conservateur: DISULFITE de sodium), huile de tournesol, stabilisant: sorbitols, dextrose, sucre, caramel aromatique (sirop de glucose, sucre, eau), acidifiant: acide citrique, arôme, sel, émulsifiant: lécithine de SOJA, antioxydant: extrait riche en tocophérols. Traces éventuelles de lait, arachides et fruits à coques"	en:gluten,en:soybeans,en:sulphur-dioxide-and-sulphites	en:gluten,en:soybeans,en:sulphur-dioxide-and-sulphites	en:milk,en:nuts,en:peanuts	en:milk,en:nuts,en:peanuts	20.8 g	20.8		6	en:e150a,en:e223,en:e306,en:e322,en:e322i,en:e330,en:e420	0			0			8	c	4	Sugary snacks	Biscuits and cakes	en:checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		en:apple-cereal-bars	https://static.openfoodfacts.org/images/products/325/622/436/0643/front_fr.67.400.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0643/front_fr.67.200.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0643/front_fr.67.400.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0643/front_fr.67.200.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0643/ingredients_fr.62.400.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0643/ingredients_fr.62.200.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0643/nutrition_fr.63.400.jpg	https://static.openfoodfacts.org/images/products/325/622/436/0643/nutrition_fr.63.200.jpg	1626	386	1626		7.2	0.9																																			73	30									4.2			5.2				0.46	0.184																																												8								
8410536010091	https://fr.openfoodfacts.org/produit/8410536010091	kiliweb	1546962211	1600375784	Barritas multivitaminas con chocolate negro						auchan	auchan	Snacks, Snacks sucrés, Barres, Barres de céréales, Barres de céréales au chocolat	en:snacks,en:sweet-snacks,en:bars,en:cereal-bars,en:chocolate-cereal-bars													Francia,España																	22	e		Sugary snacks	Biscuits and cakes	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		en:chocolate-cereal-bars	https://static.openfoodfacts.org/images/products/841/053/601/0091/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/841/053/601/0091/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/841/053/601/0091/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/841/053/601/0091/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/841/053/601/0091/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/841/053/601/0091/ingredients_fr.7.200.jpg	https://static.openfoodfacts.org/images/products/841/053/601/0091/nutrition_fr.26.400.jpg	https://static.openfoodfacts.org/images/products/841/053/601/0091/nutrition_fr.26.200.jpg		504	2109		28.9	17.7																																			51.3	29.9												7				0	0																																												22								
3596710408092	https://fr.openfoodfacts.org/produit/3596710408092	openfoodfacts-contributors	1460471584	1600363505	Crousty chocolat au lait noisettes		126 g	6 barres - 126 g	6-barres-126-g		Auchan	auchan	"Snacks, Snacks sucrés, Barres, Barres de céréales, Barres de céréales aux fruits à coques, Barre céréalière aux amandes ou aux noisettes, Barres de céréales au chocolat, Barre céréalière aux noisettes"	en:snacks,en:sweet-snacks,en:bars,en:cereal-bars,en:nuts-cereal-bars,en:cereal-bar-with-almonds-or-hazelnuts,en:chocolate-cereal-bars,en:cereal-bar-with-hazelnuts					en:nutriscore	en:nutriscore						Auchan	France	cereaĺes 37,5% (farine de blé  (contient gluten), flocons d'avoine (contient gluten), farine de riz, pétales de maïs  (maïs, sel, extrait de malt d'orge (contient  gluten), chocolat au lait 25% (chocolat  au lait 15% (sucre, beurre de cacao, pâte de cacao, poudre de lait écrémé, matière grasse de lait), pépites de chocolat  au lait 10% (sucre, poudre de lait entier, beurre de cacao, pâte de cacao, poudre  de lactoserum (contient lait), poudre de lait écrémé, émulsifiant : lécithine de soja	en:gluten,en:milk	en:gluten,en:milk	en:nuts,en:peanuts,en:sulphur-dioxide-and-sulphites	en:nuts,en:peanuts,en:sulphur-dioxide-and-sulphites				1	en:e322,en:e322i	0			0			17	d	4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		en:cereal-bar-with-hazelnuts	https://static.openfoodfacts.org/images/products/359/671/040/8092/front_fr.23.400.jpg	https://static.openfoodfacts.org/images/products/359/671/040/8092/front_fr.23.200.jpg	https://static.openfoodfacts.org/images/products/359/671/040/8092/front_fr.23.400.jpg	https://static.openfoodfacts.org/images/products/359/671/040/8092/front_fr.23.200.jpg	https://static.openfoodfacts.org/images/products/359/671/040/8092/ingredients_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/359/671/040/8092/ingredients_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/359/671/040/8092/nutrition_fr.25.400.jpg	https://static.openfoodfacts.org/images/products/359/671/040/8092/nutrition_fr.25.200.jpg		451	1887		17	7.6																																			67	31									3			6.3				0.49	0.196																																												17								
76101250	https://fr.openfoodfacts.org/produit/76101250	kiliweb	1529588878	1600347688	Caillier Branche Milch Mittelgross, Schokolade						Cailler	cailler	Snacks, Snacks sucrés, Confiseries, Barres, Confiseries chocolatées, Barres de céréales, Barres chocolatées, Barres de céréales au chocolat, Barres chocolatées au lait	en:snacks,en:sweet-snacks,en:confectioneries,en:bars,en:chocolate-candies,en:cereal-bars,en:chocolate-bars,en:chocolate-cereal-bars,en:chocolate-confectionery-with-dairy-filling													France,Suisse																	26	e		Sugary snacks	Biscuits and cakes	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		en:chocolate-confectionery-with-dairy-filling	https://static.openfoodfacts.org/images/products/76101250/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/76101250/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/76101250/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/76101250/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/76101250/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/76101250/ingredients_fr.7.200.jpg	https://static.openfoodfacts.org/images/products/76101250/nutrition_fr.14.400.jpg	https://static.openfoodfacts.org/images/products/76101250/nutrition_fr.14.200.jpg		545	2280		34.5	13.6																																			50.3	46.8												8.3				0.08	0.032																																												26								
8410076601155	https://fr.openfoodfacts.org/produit/8410076601155	openfoodfacts-contributors	1469316588	1600274551	Crunchy Avoine & Cranberries	"Barre croquante à l'avoine complète et aux cranberries"	210 g, 5 barres de 42 g	"fr:boîte,fr:carton,nl:Triman,fr:Point vert,fr:Pensez au tri!,fr:Film plastique à jeter,fr:Etui carton à recycler"	fr-boite,fr-carton,nl-triman,fr-point-vert,fr-pensez-au-tri,fr-film-plastique-a-jeter,fr-etui-carton-a-recycler		Nature Valley,General Mills	nature-valley,general-mills	Snacks, Snacks sucrés, Barres, Barres de céréales, Barres aux fruits	en:snacks,en:sweet-snacks,en:bars,en:cereal-bars,fr:barres-aux-fruits			Spanje	spanje	Vegetarian, Kosher, No colorings, No preservatives, No lactose, Orthodox Union Kosher, fr:M , en:made-in-spain	en:vegetarian,en:kosher,en:made-in-spain,en:no-colorings,en:no-lactose,en:no-preservatives,en:orthodox-union-kosher,fr:m					Blois,France	Leclerc	France	"_avoine_ complète (57%), sucre, huile de tournesol, morceaux de cranberries (4%), miel, purée de fruits (fraise, myrtille, mûre, framboise, sucre), sel, mélasse, arôme naturel, émulsifiant : lécithine de tournesol, poudre à lever : bicarbonate de sodium."	en:gluten	en:gluten,fr:avoine	en:nuts,en:peanuts,en:soybeans	en:nuts,en:peanuts,en:soybeans	42 g	42		2	en:e322,en:e322i,en:e500,en:e500ii	0			0			10	c	4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		fr:barres-aux-fruits	https://static.openfoodfacts.org/images/products/841/007/660/1155/front_fr.38.400.jpg	https://static.openfoodfacts.org/images/products/841/007/660/1155/front_fr.38.200.jpg	https://static.openfoodfacts.org/images/products/841/007/660/1155/front_fr.38.400.jpg	https://static.openfoodfacts.org/images/products/841/007/660/1155/front_fr.38.200.jpg	https://static.openfoodfacts.org/images/products/841/007/660/1155/ingredients_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/841/007/660/1155/ingredients_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/841/007/660/1155/nutrition_fr.15.400.jpg	https://static.openfoodfacts.org/images/products/841/007/660/1155/nutrition_fr.15.200.jpg		454	1900		16.9	2.7																																			64.6	30.2									6.1			7.4				0.65	0.26																																												10								
3564700503782	https://fr.openfoodfacts.org/produit/3564700503782	florent	1419093595	1600273494	Mini-barres chocolatées fourrées au lait x 16	Bâtonnets de chocolat au lait supérieur au fourrage au lait	200 g	Plastique,Carton,Aluminium	plastique,carton,aluminium		Copains Copines,Marque Repère	copains-copines,marque-repere	Snacks, Snacks sucrés, Confiseries, Barres, Confiseries chocolatées, Barres de céréales, Barres chocolatées, Barres de céréales au chocolat, Barres chocolatées au lait	en:snacks,en:sweet-snacks,en:confectioneries,en:bars,en:chocolate-candies,en:cereal-bars,en:chocolate-bars,en:chocolate-cereal-bars,en:chocolate-confectionery-with-dairy-filling											France	Leclerc Drive,Leclerc	France	"Chocolat au lait supérieur 51 % (sucre, beurre de cacao, lait en poudre entier, pâte de cacao, lait en poudre écrémé, émulsifiant : lécithines (tournesol), arôme naturel de vanille) ; sucre ; lait en poudre entier 15 % ; graisses végétales (palme, palmiste) ; huile de tournesol ; émulsifiant : lécithines (tournesol) ; arôme naturel ; beurre de cacao ; pâte de cacao ; lait en poudre écrémé 0,05 % ; arôme naturel de vanille. Traces de gluten, fruits à coque et œufs."			en:eggs,en:gluten,en:nuts	en:eggs,en:gluten,en:nuts	100g	100		1	en:e322,en:e322i	0			1		huile-vegetale	27	e	4	Sugary snacks	Biscuits and cakes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		en:chocolate-confectionery-with-dairy-filling	https://static.openfoodfacts.org/images/products/356/470/050/3782/front_fr.23.400.jpg	https://static.openfoodfacts.org/images/products/356/470/050/3782/front_fr.23.200.jpg	https://static.openfoodfacts.org/images/products/356/470/050/3782/front_fr.23.400.jpg	https://static.openfoodfacts.org/images/products/356/470/050/3782/front_fr.23.200.jpg	https://static.openfoodfacts.org/images/products/356/470/050/3782/ingredients_fr.16.400.jpg	https://static.openfoodfacts.org/images/products/356/470/050/3782/ingredients_fr.16.200.jpg	https://static.openfoodfacts.org/images/products/356/470/050/3782/nutrition_fr.6.400.jpg	https://static.openfoodfacts.org/images/products/356/470/050/3782/nutrition_fr.6.200.jpg	2303		2303		34	20																																			53	53									0.8			8.1				0.3	0.12																																												27								
